SKU;Item Name;Brand;availability;SOH;Invoice Price ex GST;RRP Inc GST;Barcode;Shipping_Weight (Kg);Shipping_Length (Cm);Shipping_Width (Cm);Shipping_Height (Cm);Image_Link
NGL-011;NVS Atom Glass for iPhone 6S+/7+/8+ (1 Pack);NVS;in stock;156;1,04;29,99;9,42E+12;0;1;9,5;19;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/308/images/open-uri20180602-10919-lcj6xg.jpg
NGL-014;NVS Atom Glass for iPhone 11 Pro/X/XS;NVS;in stock;636;13,04;29,99;9,42E+12;0;1;9,5;19;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/311/images/open-uri20180602-10919-1qgj6e0.jpg
NPG-002;NVS InfoShield Privacy Glass for iPhone 8/7/6s;NVS;in stock;548;1,22;34,99;9,42E+12;0;1;9,5;19;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/345/images/NPG-002_1.jpg
NVS-321-5;NVS Screen Guard for iPhone 5/5S/SE (3 Pack) (Clear);NVS;in stock;1574;0,52;14,99;8,52E+12;0;0,1;10,4;17,4;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/363/images/open-uri20180602-10919-11x8oj1.jpg
NGL-019;NVS Atom Glass for iPhone 11 Pro Max/XS Max;NVS;in stock;947;13,04;29,99;9,42E+12;0;0,8;9,6;19;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/874/images/NGL-019_lr.jpg
NIP-033;NVS Soft Grip for iPhone X/XS (Red);NVS;in stock;49;1,22;34,99;9,42E+12;0;1,7;10,8;20,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/327/images/open-uri20180602-10919-19gxvte.jpg
NIP-034;NVS Soft Grip for iPhone X/XS (White);NVS;in stock;74;1,22;34,99;9,42E+12;0;1,7;10,8;20,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/328/images/open-uri20180602-10919-1uomy9r.jpg
NIP-006;NVS Clear Shield (drop tested) for iPhone 7/8 (Blue);NVS;in stock;32;1,22;34,99;9,42E+12;0;1,7;10,8;22;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/316/images/open-uri20180602-10919-1juu3tj.jpg
NIP-007;NVS Clear Shield (drop tested) for iPhone 7/8 (Red);NVS;in stock;36;1,22;34,99;9,42E+12;0;1,7;10,8;22;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/317/images/open-uri20180602-10919-1dc16ww.jpg
NIP-042;NVS Soft Grip Case for 8/7/6S (White);NVS;in stock;92;1,22;34,99;9,42E+12;0;1,7;10,8;20,8;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/335/images/open-uri20180602-10919-pluns3.jpg
NIP-037;NVS Executive Wallet Folio Detachable Case for iPhone SE (Gen 1 )/5S/5 (Black);NVS;in stock;112;17,39;39,99;9,42E+12;0;3;12;20,8;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/330/images/open-uri20180602-10919-1v59wmz.jpg
NFS-017;"NVS Folio Stand for iPad Pro 9.7"" (Black/Black)";NVS;in stock;94;1,3;59,99;9,42E+12;0;2;18;27,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/297/images/open-uri20180602-10919-1adeic3.jpg
NFS-018;"NVS Folio Stand for iPad Pro 9.7"" (Black/Blue)";NVS;in stock;88;1,3;59,99;9,42E+12;0;2;18;27,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/298/images/open-uri20180602-10919-splg3o.jpg
NFS-019;"NVS Folio Stand for iPad Pro 9.7"" (Black/Red)";NVS;in stock;112;1,3;59,99;9,42E+12;0;2;18;27,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/299/images/open-uri20180602-10919-16u9eno.jpg
NLF-002;NVS Premium Leather Folio for iPad Mini 4 (Black/Black);NVS;out of stock;0;2,78;79,99;9,42E+12;0;2;14,5;23,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/338/images/open-uri20180602-10919-14rnwvo.jpg
NFS-001;NVS Folio Stand for iPad Air 2 (Black/Black);NVS;in stock;34;2,09;59,99;8,52E+12;0;2;18;27,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/292/images/open-uri20180602-10919-h7j6ls.jpg
NFS-002;NVS Folio Stand for iPad Air 2 (Black/Red);NVS;out of stock;0;2,09;59,99;9,42E+12;0;2;18;27,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/293/images/open-uri20180602-10919-2c7e5y.jpg
NGL-006;"NVS Atom Glass for iPad Air/Air 2/Pro 9.7""/ New iPad 9.7""";NVS;in stock;934;21,73;49,99;9,42E+12;0;1,3;20;30;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/307/images/open-uri20180602-10919-1x5zwys.jpg
NSG-007;"NVS Screen Guard for Samsung Galaxy Tab A 9.7"" (2 Pack) (Clear)";NVS;in stock;53;0,54;24,99;9,42E+12;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/348/images/open-uri20180602-10919-rhrx5l.jpg
NSG-008;"NVS Screen Guard for iPad Pro 12.9"" (2 Pack)";NVS;in stock;187;0,54;24,99;9,42E+12;0;0,1;23,5;33,7;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/349/images/open-uri20180602-10919-1pwyt3f.jpg
NVS-251-5;"NVS Screen Guard for iPad Air/Air 2/Pro 9.7""/New iPad 9.7"" (2 Pack) (Clear)";NVS;in stock;271;0,7;19,99;8,52E+11;0;0,1;20,5;29,4;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/362/images/open-uri20180602-10919-10005lb.jpg
NVS-8601;"NVS Apollo Multiview Folio for iPad Pro 11""";NVS;in stock;359;30,43;69,99;9,35E+12;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597995941/uploads/624cebf8/products/2363/images/NVS-8601_NVS_20Apollo_20Folio_20for_20iPad_20Pro_2011__Hero_1594846349_1597995941.jpg
NTC-006;NVS Tutor for Surface Pro 7/6/5/4;NVS;in stock;69;34,78;79,99;9,42E+12;0;33;23;2,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1581551004/uploads/624cebf8/products/1023/images/Screen_Shot_2018-12-03_at_9.51.16_AM_1581551004.jpg
NLF-003;"NVS Premium Leather Folio for iPad Pro 12.9"" (Black/Black)";NVS;in stock;29;1,96;89,99;9,42E+12;0;3;23,5;34,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/339/images/open-uri20180602-10919-kq9w0l.jpg
NGL-022;"NVS Atom Glass for iPad Pro 12.9"" (Gen 4 & 3)";NVS;in stock;135;26,08;59,99;9,42E+12;0;1,3;20;30;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1028/images/NGL-022_Low_Res_Square.jpg
NSL-003;"NVS Fusion Work-In Case for 11.6"" Devices (Black)";NVS;in stock;247;17,39;39,99;9,42E+12;0;4;25;32;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/353/images/open-uri20180602-10919-4ijrxc.jpg
NSL-014;"NVS Apollo Sleeve for 13"" Devices (Black/Tan)";NVS;in stock;79;26,08;59,99;9,42E+12;0;3;28;33,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1607384372/uploads/624cebf8/products/356/images/NSL-014_1_1606437678_1607384370.jpg
NSL-016;"NVS Apollo Sleeve for 13"" Devices (Black/Grey)";NVS;in stock;124;26,08;59,99;9,42E+12;0;3;28;33,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1607384366/uploads/624cebf8/products/357/images/NSL-016_1_1606437693_1607384365.jpg
NSL-017;"NVS Apollo Sleeve for 11"" Devices (Black/Tan)";NVS;in stock;68;26,08;59,99;9,42E+12;0;3;28;33,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1607384383/uploads/624cebf8/products/358/images/NSL-017_1_1606437635_1607384382.jpg
NIP-047;NVS Executive Wallet Folio with Detachable Case for iPhone XR (Black);NVS;in stock;120;21,73;49,99;9,42E+12;0;3,4;13,1;24,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/912/images/NIP-047_1.jpg
NIP-048;NVS Executive Wallet Folio with Detachable Case for iPhone XS Max (Black);NVS;in stock;216;21,73;49,99;9,42E+12;0;3,4;13,1;24,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/913/images/NIP-048_1.jpg
NTC-005;NVS Tutor for Surface Go / Surface Go 2;NVS;in stock;77;30,43;69,99;9,42E+12;0;29;25;2,6;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1022/images/NTC-005_1.jpg
NGL-020;NVS Atom Glass for Surface Go / Surface Go 2;NVS;in stock;197;21,73;49,99;9,42E+12;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1027/images/NGL_020_Low_Res_Square.jpg
NGL-021;"NVS Atom Glass for iPad Pro 11"" (Gen 2 & 1)";NVS;in stock;108;21,73;49,99;9,42E+12;0;1,3;20;30;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1026/images/NGL-021_Low_Res_Square.jpg
NVS-8501;"NVS Apollo Multiview Folio for iPad 10.2"" (Tan)";NVS;in stock;1757;26,08;59,99;9,35E+12;0;28000;19,5;1,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597992134/uploads/624cebf8/products/1571/images/NFS-026_1_1571708009_1597992133.jpg
NVS-8502;"NVS Apollo Multiview Folio for iPad 10.2"" (Blue)";NVS;in stock;739;26,08;59,99;9,35E+12;0;28000;19,5;1,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597992110/uploads/624cebf8/products/1572/images/NFS-024_1_1576131626_1597992110.jpg
NVS-8503;"NVS Apollo Multiview Folio for iPad 10.2"" (Grey)";NVS;in stock;970;26,08;59,99;9,35E+12;0;28000;19,5;1,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597992123/uploads/624cebf8/products/1573/images/NFS-028_1_1571707984_1597992122.jpg
NVS-7501;"NVS Atom Glass Screen Protector for iPad 10.2""";NVS;in stock;28;21,73;49,99;9,35E+12;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1599016827/uploads/624cebf8/products/1778/images/NVS-7501_low_res_1587001116_1599016826.jpg
902-00011;Osmo Detective Agency Game for Ages 5-12;Osmo;in stock;6;58,69;89,99;8,59E+11;0;3,8;16,5;23,29;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1594884569/uploads/624cebf8/products/979/images/902-00011_1_1594875739_1594884568.jpg
901-00010;Osmo Little Genius Starter Kit for iPad for Ages 3-5 (Osmo Base included);Osmo;in stock;37;117,38;179,99;8,50E+11;0;7,6;30,4;24,3;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1594884595/uploads/624cebf8/products/1275/images/901-00010_1_1594876113_1594884594.jpg
904-00004;Osmo New iPad Base + Mirror V3;Osmo;in stock;43;51,73;69,99;8,59E+11;0;6,3;14;23,2;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1582243467/uploads/624cebf8/products/1521/images/904-00004_1_2_1570657032_1582243466.jpg
901-00011;Osmo Genius Starter Kit for iPad for Ages 6-10 (Osmo Base included);Osmo;in stock;15;117,38;179,99;8,50E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1603615183/uploads/624cebf8/products/1549/images/901-00011_1_1594876033_1603615181.jpg
902-00024;Osmo Maths Wizard and the Secrets of The Dragons for Ages 6-8;Osmo;out of stock;0;71,73;109,99;8,50E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1607550908/uploads/624cebf8/products/2791/images/MathWizard_Dragon_2000x2000-01_1603261296_1607550906.jpg
902-00025;Osmo Maths Wizard and the Magical Workshop for Ages 6-8;Osmo;out of stock;0;71,73;109,99;8,50E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1607550883/uploads/624cebf8/products/2792/images/hv1e9cuwiw91jv6pal3e_1607550882.jpg
TP-OSMO-03;Osmo Classroom Kit - Genius Edition;Osmo;in stock;5;517,38;699,99;8,59E+11;0;30;38;19;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1594884470/uploads/624cebf8/products/370/images/open-uri20180602-10919-hom5ge_1594884469.jpg
901-00021;Osmo Coding Starter Kit for iPad for Ages 5-12 (Osmo Base included);Osmo;in stock;16;130,43;199,99;8,50E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597996678/uploads/624cebf8/products/2356/images/901-00021_1_1594197520_1597996677.jpg
904-00009;"Osmo Protective Case for iPad Air/Air 2/iPad 5/6th, iPad Pro 9.7"" (White)";Osmo;in stock;8;73,91;99,99;8,50E+11;0;7,62;19,69;26,67;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1582243500/uploads/624cebf8/products/1616/images/Osmo_Protective_Case_for_iPad_1_1576477296_1582243499.jpg
902-00007;Osmo Super Studio Mickey Mouse & Friends Drawing Game for Ages 5-11;Osmo;in stock;8;32,6;49,99;8,59E+11;0;2,54;16,5;23,29;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1594884495/uploads/624cebf8/products/976/images/902-00007_1_1594876331_1594884493.jpg
902-00009;Osmo Super Studio Disney Pixar Incredibles 2 for Ages 5-11;Osmo;in stock;32;32,6;49,99;8,59E+11;0;2,54;16,5;23,29;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1594884543/uploads/624cebf8/products/978/images/902-00009_1_1594876423_1594884542.jpg
901-00012;Osmo Creative Starter Kit for iPad for Ages 5-10 (Osmo Base included);Osmo;in stock;19;97,82;149,99;8,50E+11;0;8,3;30,4;24;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1594884654/uploads/624cebf8/products/1593/images/901-00012_1_1594875549_1594884650.jpg
901-00016;Osmo Super Studio Frozen 2 Kit for iPad for Ages 5-11 (Osmo Base included);Osmo;out of stock;0;91,3;139,99;8,50E+11;0;8,9;16,5;24,38;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1594884684/uploads/624cebf8/products/1603/images/901-00016_1_1594875958_1594884679.jpg
902-00012;Osmo Super Studio Disney Frozen 2 Drawing Game for Ages 5-11;Osmo;in stock;35;32,6;49,99;8,50E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1594884710/uploads/624cebf8/products/1604/images/902-00012_1_1594875861_1594884708.jpg
901-00029;Osmo Super Studio Disney Princess Starter Kit for iPad for Ages 5-11 (Osmo Base included);Osmo;out of stock;0;52,17;79,99;8,50E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1595980246/uploads/624cebf8/products/2359/images/901-00029_1_1594198482_1595980244.jpg
901-00023;Osmo Pizza Co. Starter Kit for iPad for Ages 5-12 (Osmo Base included);Osmo;in stock;22;71,73;109,99;8,50E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597996703/uploads/624cebf8/products/2360/images/901-00023_1_1594199583_1597996702.jpg
900-00022;Osmo Point of Sale;Osmo;in stock;5;0;0;9,42E+12;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1582243444/uploads/624cebf8/products/1062/images/IMG_0823_1582243444.jpg
PL2-12-18;"Paperlike Screen Protector for Writing & Drawing - iPad Pro 12.9"" (2018 + 2020) (x2 pack)";Paperlike;out of stock;0;31,3;59,99;4,26E+12;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1602801761/uploads/624cebf8/products/2524/images/Screen_20Protector_01_1597389215_1602801760.jpg
PL2-10-19;"Paperlike Screen Protector for Writing & Drawing - iPad 10.2"" (2019) (x2 pack)";Paperlike;in stock;29;31,3;59,99;4,26E+12;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1602801766/uploads/624cebf8/products/2525/images/Screen_20Protector_01_1597389332_1602801765.jpg
PL2-11-18;"Paperlike Screen Protector for Writing & Drawing - iPad Pro 11"" (2018 + 2020) / iPad Air 10.9"" (2020)  (x2 pack)";Paperlike;out of stock;0;31,3;59,99;4,26E+12;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1603153295/uploads/624cebf8/products/2526/images/Screen_20Protector_01_1594952853_1603153294.jpg
ST-LDMB;Satechi Eco Leather Desk Mat - Blue;Satechi;out of stock;0;31,3;59,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1567463020/uploads/624cebf8/products/1414/images/SATECHI_Mat_MIDNIGHT_BLUE_2.jpg
ST-LDMN;Satechi Eco Leather Desk Mat - Brown;Satechi;out of stock;0;31,3;59,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1567463085/uploads/624cebf8/products/1415/images/SATECHI_Mat_SADDLE_BROWN_2.jpg
ST-ABHFM;Satechi Aluminium USB-C Stand Hub for Mac Mini (Space Grey);Satechi;in stock;29;67,82;129,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1579489234/uploads/624cebf8/products/1619/images/ST-ABHFM_1_1578540119_1579489233.jpg
ST-CHDMIM;Satechi USB-C to 4K HDMI Cable (1.8 m);Satechi;in stock;289;41,73;79,99;8,80E+11;0;2,6;10;20,6;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/382/images/open-uri20180827-21031-pf3yjs.jpg
ST-TCL18M;Satechi USB-C to Lightning Charging Cable 1.8 m (Space Grey);Satechi;in stock;17;26,08;49,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1567464754/uploads/624cebf8/products/1419/images/ST-TCL18M_1.jpg
ST-TCL10M;Satechi USB-C to Lightning Short Cable 25cm (Space Grey);Satechi;in stock;15;20,86;39,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605854550/uploads/624cebf8/products/2808/images/gqrta3bavnriw3yi9nec_1605854550.jpg
ST-TCC10M;Satechi USB-C to USB-C Short Cable 25cm (Space Grey);Satechi;in stock;15;13,04;24,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605854011/uploads/624cebf8/products/2809/images/zg4s7xqw8m0ap7sbq4yf_1605854010.jpg
ST-UC10WPBM;Satechi Quatro Wireless Power Bank;Satechi;out of stock;0;104,34;199,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1607381675/uploads/624cebf8/products/2812/images/zkevhu8lahlweaf7lktt_1607381674.jpg
ST-CMAM;Satechi Slim USB-C MultiPort Adapter (Space Grey);Satechi;in stock;90;57,39;109,99;8,80E+11;0;2;8;21;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1608155863/uploads/624cebf8/products/383/images/ST-CMAM_01_1603831658_1608155863.jpg
ST-CMBPM;Satechi USB-C Pro Hub w/ 4K HDMI & Thunderbolt 3 - Space Grey;Satechi;out of stock;0;83,47;159,99;8,80E+11;0;2;8;21;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/384/images/open-uri20180827-21031-bidu7r.jpg
ST-TCIMHM;Satechi USB-C Clamp Hub Pro for iMac and iMac Pro -Space Grey;Satechi;in stock;321;46,95;89,99;8,80E+11;0;2,5;10;20,8;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/388/images/open-uri20180827-21031-1j8alo9.jpg
ST-TCMA2M;Satechi USB-C Multi-Port Adapter 4K HDMI w/ Ethernet V2 - Space Grey;Satechi;in stock;77;93,91;179,99;8,80E+11;0;2,5;10;20,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/389/images/open-uri20180827-21031-1pt92py.jpg
ST-TCMAM;Satechi USB-C 4K Ethernet Multi-Port Adapter (Space Grey);Satechi;in stock;183;93,91;179,99;8,80E+11;0;2,5;11;20,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/390/images/open-uri20180827-21031-1t7t954.jpg
ST-TCUPM;Satechi USB-C USB Pass Through Hub;Satechi;in stock;219;46,95;89,99;8,80E+11;0;2,7;6,4;17,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1584484590/uploads/624cebf8/products/392/images/ST-TCUPM_a_1584484529_1584484590.jpg
ST-TC2N1USB31AM;Satechi USB-C 2-in-1 USB 3.0 3-Port Hub & Ethernet - Space Grey;Satechi;in stock;93;36,52;69,99;8,80E+11;0;2,5;8,5;18,4;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/946/images/ST-TC2N1USB31AM_1.jpg
ST-TCMM8PAM;Satechi USB-C Multimedia Adapter 4K Ethernet Display-Port - Space Grey;Satechi;in stock;138;99,13;189,99;8,80E+11;0;2,5;11;18,4;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/947/images/ST-TCMM8PAM_1.jpg
ST-TCPHEM;Satechi USB-C Pro Hub with Ethernet & 4K HDMI - Space Grey;Satechi;in stock;188;80,86;154,99;8,80E+11;0;2;10;20,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/948/images/ST-TCPHEM_1.jpg
ST-TCHCRM;Satechi USB-C Aluminum USB 3.0 Hub & Micro/SD Card Reader;Satechi;in stock;239;36,52;69,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597991899/uploads/624cebf8/products/1059/images/SATECHI_USBhub_CARD0reader_TYPE_C_silver_1_1597991899.jpg
ST-CMAS;Satechi Slim USB-C MultiPort Adapter (Silver);Satechi;in stock;19;57,39;109,99;8,80E+11;0;2;8;21;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1608155853/uploads/624cebf8/products/3072/images/ST-CMAS_2_1603831546_1608155852.jpg
ST-WCPM;Satechi Aluminium Fast Wireless Charger (Space Grey);Satechi;out of stock;0;36,52;69,99;8,80E+11;0;2,5;11;20;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/394/images/open-uri20180602-10919-zsemwv.jpg
ST-X3TWCPM;Satechi Trio Wireless Charging Pad;Satechi;out of stock;0;104,34;199,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1594094315/uploads/624cebf8/products/1668/images/ST-X3TWCPM_04_1594094222_1594094314.jpg
ST-TC108WM;Satechi 108W Pro Type-C PD Desktop Charger (Space Grey);Satechi;in stock;48;78,26;149,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1585623817/uploads/624cebf8/products/1692/images/ST-TC108WM_02_1581566259_1585623817.jpg
ST-TCECM;Satechi USB-C Mini Extension Cable for Magnetic Charging Dock;Satechi;in stock;66;9,39;17,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1582583510/uploads/624cebf8/products/1694/images/ST-TCECM_03_1582512652_1582583510.jpg
ST-ASMSM;Satechi Slim Aluminium Monitor Stand (Space Grey);Satechi;in stock;152;41,73;79,99;8,80E+11;0;6,2;44,5;23,8;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/381/images/open-uri20180602-10919-1xu0ah2.jpg
ST-ALTSM;Satechi Aluminium Laptop Stand (Space Grey);Satechi;out of stock;0;31,3;59,99;8,80E+11;0;3;26;28;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/943/images/ST-ALTSM_a.jpg
ST-ALVLSM;Satechi Slim Aluminium Vertical Laptop Stand (Space Grey);Satechi;out of stock;0;41,73;79,99;8,80E+11;0;8,56;22,86;13,97;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/991/images/ST-ALVLSM_1.jpg
ST-AHSHU3M;Satechi USB Aluminium Headphone Stand;Satechi;in stock;2;41,73;79,99;8,80E+11;0;5,08;17,08;31,75;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1584589293/uploads/624cebf8/products/1090/images/SATECHI_GUNMETAL_headphones_stand_3_1584589293.jpg
ST-LDMK;Satechi Eco Leather Desk Mat - Black;Satechi;out of stock;0;31,3;59,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1567462940/uploads/624cebf8/products/1413/images/SATECHI_Mat_BLACK_2.jpg
ST-TC4KHAM;Satechi USB-C to 4K HDMI Adaptor (Space Grey);Satechi;in stock;101;33,91;64,99;8,80E+11;0;2;7;17;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/386/images/open-uri20180827-21031-hjewng.jpg
ST-TCENM;Satechi USB-C to Ethernet Adaptor (Space Grey);Satechi;in stock;176;31,3;59,99;8,80E+11;0;2;6;15,7;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/387/images/open-uri20180827-21031-1sfvph4.jpg
ST-TCVGAM;Satechi USB-C to VGA Adaptor (Space Grey);Satechi;in stock;97;31,3;59,99;8,80E+11;0;2;6;16;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/393/images/open-uri20180827-21031-1quydk4.jpg
ST-TCU3CRM;Satechi USB-C UHS-II MIcro/SD Card Reader (Space Grey);Satechi;in stock;298;36,52;69,99;8,80E+11;0;2;8;16,8;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1597991686/uploads/624cebf8/products/949/images/st-tcu3crm_01_1597991686.jpg
ST-TCDHAS;Satechi USB-C Dual HDMI Adaptor (Silver);Satechi;in stock;195;57,39;109,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1192/images/dual_hdmi_silver-1.jpg
ST-TCDHAM;Satechi USB-C Dual HDMI Adaptor (Space Grey);Satechi;in stock;210;57,39;109,99;8,80E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1193/images/dual_hdmi_spacegray-1.jpg
ST-SCMA2M;Satechi Slim USB-C MultiPort Adapter Version 2 (Space Grey);Satechi;in stock;181;57,39;109,99;8,80E+11;0;1,905;7,9248;20,32;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1609809152/uploads/624cebf8/products/1416/images/ST-SCMA2M_1_1603834227_1609809151.jpg
ST-TCDMMAS;Satechi USB-C Dual Multimedia Adapter (Silver);Satechi;in stock;43;99,13;189,99;8,80E+11;0;3,48;9,83;20,32;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1604034753/uploads/624cebf8/products/1420/images/ST-TCDMMAS_1_1604034618_1604034752.jpg
ST-TCDMMAM;Satechi USB-C Dual Multimedia Adapter (Space Grey);Satechi;in stock;110;104,34;199,99;8,80E+11;0;3,48;9,83;20,32;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1604034769/uploads/624cebf8/products/1421/images/ST-TCDMMAM_1_1604034657_1604034768.jpg
